Id,SalePrice
1602,114214.31
1603,71302.57
1604,273503.53
1605,251636.84
1606,166264.69
1607,172020.23
1608,210266.94
1609,189741.53
1610,148704.1
1611,138344.45
1612,165953.72
1613,164587.67
1614,127207.28
1615,87650.21
1616,72818.06
1617,90888.38
1618,128020.26
1619,144547.53
1620,162124.69
1621,140143.27
1622,146346.72
1623,282362.62
1624,214827.34
1625,126799.11
1626,156588.19
1627,189417.72
1628,281705
1629,178730.73
1630,359558.16
1631,221616.92
1632,240182.44
1633,165443.77
1634,186565.19
1635,175763.88
1636,152394.1
1637,198257.44
1638,189429.81
1639,178574.67
1640,265078.06
1641,173734.7
1642,226463.88
1643,221977.36
1644,236120.5
1645,198119.83
1646,156346.44
1647,160329.72
1648,128500.12
1649,134729.31
1650,114156.92
1651,126589.35
1652,96304.875
1653,96813.66
1654,150170.28
1655,153834.75
1656,146877.47
1657,147970.6
1658,144509.89
1659,131876.28
1660,151505.22
1661,479070.5
1662,421580.7
1663,415114.75
1664,496940.75
1665,314757.25
1666,321594.34
1667,374318.75
1668,337206.78
1669,294617.4
1670,361530.78
1671,256688.31
1672,446251.53
1673,294371.1
1674,241735.17
1675,185454.19
1676,184226.4
1677,217724.81
1678,474448.3
1679,392679.5
1680,360464.22
1681,248562.42
1682,301639.47
1683,175307.19
1684,175500.39
1685,171711.28
1686,175339.62
1687,167939.72
1688,191190.5
1689,196399.66
1690,196146.39
1691,178203.8
1692,264557.06
1693,164925.17
1694,182080.95
1695,165548.89
1696,275266.44
1697,171268.22
1698,372429.44
1699,311852.12
1700,245668.92
1701,265396.28
1702,250636.9
1703,244204.78
1704,288341.47
1705,232563.11
1706,428331.56
1707,210441.66
1708,198768.78
1709,286754.78
1710,220694.19
1711,255492.58
1712,261578.38
1713,261926.6
1714,217711.52
1715,199915.89
1716,187472.31
1717,173914.06
1718,132682.77
1719,199052.56
1720,251083.58
1721,172825.31
1722,125336.78
1723,158710.14
1724,208636.38
1725,238565.5
1726,182223.58
1727,155338.78
1728,184780.84
1729,159333.45
1730,160724.53
1731,120976.81
1732,129333.93
1733,118462.445
1734,118105.305
1735,132750.98
1736,112380.1
1737,315611.22
1738,224339.66
1739,265382.88
1740,219375.95
1741,185435.44
1742,165941.84
1743,169673.88
1744,297519.7
1745,218704.78
1746,185060.02
1747,216983.97
1748,234037.12
1749,147811.5
1750,127525.77
1751,254336.12
1752,120557.125
1753,144181.86
1754,196208.88
1755,161555.62
1756,132565.66
1757,123631.305
1758,143617.4
1759,162018.5
1760,161826.55
1761,141974.67
1762,168675.19
1763,172467.69
1764,112877.42
1765,153478.8
1766,171835.78
1767,215539.23
1768,146212.52
1769,176474.34
1770,145141.23
1771,125891.555
1772,134347.98
1773,131522.22
1774,134288.94
1775,136091.19
1776,128135.805
1777,111925.53
1778,135656.45
1779,110661.12
1780,180622.47
1781,129990.42
1782,88656.69
1783,141568.38
1784,101843.3
1785,122625.445
1786,121314.64
1787,168908.11
1788,55655.082
1789,97154.86
1790,75544.51
1791,176371.38
1792,160037.78
1793,133051
1794,147115.52
1795,135149.88
1796,118514.086
1797,118692.914
1798,124296.18
1799,113865.74
1800,132493.86
1801,133275.4
1802,131693.55
1803,144480.81
1804,146476.42
1805,140004.88
1806,122336.11
1807,129725.766
1808,117998.125
1809,114369.63
1810,141273.02
1811,95409.9
1812,99175.734
1813,119835.99
1814,93264.34
1815,54642.188
1816,94114.16
1817,105209.64
1818,143022.16
1819,119014.37
1820,51735.46
1821,109828.31
1822,148348.98
1823,44989.758
1824,130091.125
1825,128451.72
1826,98892.39
1827,98066.57
1828,132539.98
1829,104655.84
1830,143717.56
1831,145633.72
1832,87386.55
1833,138368.88
1834,118511.83
1835,121782.37
1836,127466.44
1837,91257.25
1838,124700.46
1839,86279.62
1840,143254.77
1841,139521.16
1842,79425.25
1843,127204.25
1844,132188.69
1845,133886.62
1846,152450.5
1847,161047.2
1848,56737.863
1849,110705.875
1850,115178.195
1851,158264.56
1852,128642.1
1853,128749.74
1854,169351.34
1855,147018.17
1856,223202.84
1857,163951.47
1858,139647.77
1859,112252.31
1860,147413.39
1861,112668.984
1862,306088.78
1863,304805.03
1864,304805.03
1865,327299.88
1866,346751.88
1867,239232.14
1868,320967.16
1869,209822.83
1870,238696.12
1871,248526.4
1872,165169.31
1873,236925.78
1874,148040.19
1875,205475.03
1876,194125.03
1877,208914.53
1878,196473.1
1879,128804.39
1880,135057.62
1881,248624.78
1882,253558.22
1883,191596.25
1884,203953.02
1885,255001.1
1886,309280.12
1887,203553.12
1888,280963.94
1889,158786.75
1890,123857.53
1891,133784.02
1892,105112.56
1893,130716.55
1894,123334.42
1895,138007.9
1896,129865.766
1897,117877.21
1898,110362.22
1899,148038.48
1900,143717.02
1901,171776.47
1902,142682.8
1903,216508.12
1904,132049.2
1905,194595.28
1906,157700.78
1907,210190.34
1908,108291
1909,137913.7
1910,123975.36
1911,207021.05
1912,313586.94
1913,146911.94
1914,56858.117
1915,308961.75
1916,66770.19
1917,266023.44
1918,145243.83
1919,177612.34
1920,144608.33
1921,442609.47
1922,323108.06
1923,216134.94
1924,225004.1
1925,199065.1
1926,418701.84
1927,133364.02
1928,147705.53
1929,121417.42
1930,129942.58
1931,147801.64
1932,142602.67
1933,179031.33
1934,183487.52
1935,170191.66
1936,186932.44
1937,180632.8
1938,169307.6
1939,237627.48
1940,191953.81
1941,172738.14
1942,179411.62
1943,203872.31
1944,340642.3
1945,383791.66
1946,145441.22
1947,306240.9
1948,165817.66
1949,244859.84
1950,182014.47
1951,254206.14
1952,216473.44
1953,167322
1954,181975.4
1955,133292.81
1956,301420.9
1957,148924.36
1958,318344.56
1959,145783.11
1960,116519.336
1961,117239.516
1962,96763.53
1963,103068.27
1964,107186.56
1965,151128.14
1966,146384.81
1967,285845.03
1968,438120.06
1969,409251.12
1970,450548.3
1971,453556.6
1972,386798.06
1973,264604
1974,318969.97
1975,493552.94
1976,266179
1977,364115.88
1978,350846
1979,331029.47
1980,192167.38
1981,362020.38
1982,221487.81
1983,206137.66
1984,172685.11
1985,214218.5
1986,211528.61
1987,182704.38
1988,174559.95
1989,197827.38
1990,209429.39
1991,229196.31
1992,215311.81
1993,166950.12
1994,238980.39
1995,191643.77
1996,249166.22
1997,315240.9
1998,338909.38
1999,259438.8
2000,324195.2
2001,253780.78
2002,240237.66
2003,267048.6
2004,272109.28
2005,219467.4
2006,229080.5
2007,248609.38
2008,217652.77
2009,186716.48
2010,198136.47
2011,139943.47
2012,177242.95
2013,179221.62
2014,184489.95
2015,205324.98
2016,186537.97
2017,196586.84
2018,121733.6
2019,135004.05
2020,114628.32
2021,107808.125
2022,177034.66
2023,142174.92
2024,259231.55
2025,356747.8
2026,174335.19
2027,147005.42
2028,154444.34
2029,161588.44
2030,270806.06
2031,242944.83
2032,261181.03
2033,270962.12
2034,161744.47
2035,210349.16
2036,197312.06
2037,207724.5
2038,293391.28
2039,218510.89
2040,279867.78
2041,292429.78
2042,204135.34
2043,172123.28
2044,166320.81
2045,223503.19
2046,146616.89
2047,146716.89
2048,141712.9
2049,142713.56
2050,184249.78
2051,105103.34
2052,124710.93
2053,150708.6
2054,85143.09
2055,151630.39
2056,141167.69
2057,117916.56
2058,214085.12
2059,138622.2
2060,172088.16
2061,183851.16
2062,134408.98
2063,112116.87
2064,139861.4
2065,118543.25
2066,163161.75
2067,107761.36
2068,142012.05
2069,89911.42
2070,115746.164
2071,93046.95
2072,129638.7
2073,138510.27
2074,192964.94
2075,150367.05
2076,122167.52
2077,159570.22
2078,128966.89
2079,136591.14
2080,119531.695
2081,128080.09
2082,124768.625
2083,144983.38
2084,112362.2
2085,118872.234
2086,113238.945
2087,124069.74
2088,98628.86
2089,75321.5
2090,129634
2091,115539.484
2092,129065.195
2093,118722.34
2094,108244.734
2095,149313.31
2096,80949.86
2097,92161.336
2098,145113.14
2099,51028.707
2100,84141.35
2101,115208.625
2102,122052.234
2103,101044.766
2104,135254.19
2105,114234.58
2106,64287.344
2107,210059.69
2108,112570.39
2109,111383.53
2110,137024.97
2111,142075.7
2112,134719.55
2113,121513.45
2114,108320.84
2115,161117.88
2116,119961.77
2117,152896.33
2118,120328.43
2119,108233.9
2120,110033.28
2121,84532.32
2122,115958.96
2123,83093.99
2124,155246.95
2125,126442.76
2126,134913.44
2127,159000.11
2128,121208.82
2129,92104.75
2130,140638.38
2131,132856.62
2132,123422.195
2133,128647.99
2134,116762.945
2135,95430.1
2136,73757.28
2137,110123.14
2138,135502.97
2139,150456.56
2140,144355.08
2141,145676.23
2142,125466.54
2143,147023.36
2144,119924.14
2145,136136.23
2146,162296.1
2147,135241.4
2148,131344.86
2149,146271.78
2150,230728.86
2151,116286.66
2152,185471.69
2153,167204.44
2154,113970.04
2155,138280.88
2156,268091.25
2157,231779.08
2158,238931.62
2159,207058.36
2160,175978.89
2161,245676.42
2162,426166.75
2163,370972.88
2164,244249.5
2165,184701.73
2166,152765.16
2167,226768.39
2168,193362.67
2169,200982.97
2170,217573.28
2171,150598.97
2172,131643.19
2173,167341.78
2174,233228.98
2175,305115.94
2176,317369.97
2177,238682.92
2178,217221.45
2179,142945.39
2180,214405.1
2181,187387.4
2182,218238.28
2183,192079.61
2184,125385.8
2185,117236.83
2186,152686.8
2187,153179.03
2188,158387.02
2189,295573.97
2190,82700.68
2191,83872.8
2192,91194.78
2193,110479.22
2194,105239.445
2195,113536.32
2196,101493.08
2197,124116.25
2198,161313.28
2199,174550.3
2200,147027.28
2201,148694.6
2202,209965.75
2203,132383.34
2204,179692.44
2205,113923.09
2206,141244.45
2207,213134.19
2208,253368.23
2209,235509.02
2210,117086.66
2211,112685.75
2212,121113.84
2213,104683.8
2214,133046.94
2215,102312.03
2216,150065.62
2217,73732.24
2218,63451.043
2219,65951.26
2220,60027.055
2221,310869.88
2222,268398.47
2223,307113.06
2224,217689.72
2225,120800.766
2226,189356.12
2227,202589.06
2228,261915.86
2229,260884.3
2230,146223.53
2231,212818.34
2232,175984.25
2233,172061.1
2234,241094.44
2235,219360.89
2236,286676.6
2237,355976.34
2238,200414.5
2239,119799.88
2240,159915.58
2241,157947.77
2242,127022.77
2243,131365.77
2244,104361.52
2245,102995.95
2246,141516.94
2247,102944.695
2248,124537.52
2249,128357.305
2250,135264.77
2251,101315.14
2252,171214
2253,148758.56
2254,169606.4
2255,189350.72
2256,183660.66
2257,205171.53
2258,167811.97
2259,177729.25
2260,156572.05
2261,184035.17
2262,211930.44
2263,359608.22
2264,503331.1
2265,160775.89
2266,288954.25
2267,387095.88
2268,409922.22
2269,142836.52
2270,196841.06
2271,218669.33
2272,198043.33
2273,164504.03
2274,175901.38
2275,163648.89
2276,191014.44
2277,188278.94
2278,151177.16
2279,128164.65
2280,123031.445
2281,164000.11
2282,182209.84
2283,102404.19
2284,113012.6
2285,146197.31
2286,124018.63
2287,362102.88
2288,270964.44
2289,398553.06
2290,486443.56
2291,324037.53
2292,451828.4
2293,490780.84
2294,411127.28
2295,470077.34
2296,306680.78
2297,313889.75
2298,335503.16
2299,385101.28
2300,349236.97
2301,285643.9
2302,238228.11
2303,239627.62
2304,243783.6
2305,185821.89
2306,182563.98
2307,184284.39
2308,229478.02
2309,282029.72
2310,208671
2311,192265.81
2312,177100.69
2313,172536.95
2314,180124.47
2315,179176.84
2316,186447.44
2317,182899.28
2318,180019.03
2319,188245.38
2320,185749.06
2321,240124.72
2322,181416.4
2323,181558.16
2324,163708.2
2325,220093.27
2326,167597.33
2327,205984.95
2328,224045.45
2329,188372.69
2330,181695.17
2331,358613.34
2332,390531.72
2333,319573.44
2334,245564.69
2335,270061.75
2336,332731
2337,196330.92
2338,277789.7
2339,216008.61
2340,407720.94
2341,216533.31
2342,232646.08
2343,220544.6
2344,209281.05
2345,241422.77
2346,213832.92
2347,192623.33
2348,239178.75
2349,167167.44
2350,292887.78
2351,259926.69
2352,249599.78
2353,226951.64
2354,139333.81
2355,144892.02
2356,155624.22
2357,189990.5
2358,195978.11
2359,135396.92
2360,118751.445
2361,146723.61
2362,289465.3
2363,138211.14
2364,155777
2365,220741.12
2366,197350.81
2367,229491.16
2368,216752.73
2369,226113.62
2370,163654.34
2371,161849.39
2372,186182.34
2373,275874.56
2374,318968.16
2375,255360.06
2376,272331.25
2377,356537.62
2378,135408.94
2379,197630.31
2380,148831.64
2381,170701.25
2382,203659.12
2383,210178.9
2384,245217.16
2385,163998.84
2386,136749.9
2387,139071.22
2388,100356.76
2389,123547.15
2390,146093.75
2391,144466.9
2392,116102.484
2393,167413.62
2394,137075.4
2395,204617.56
2396,140373.47
2397,229212.28
2398,137164.08
2399,64386.438
2400,61692.21
2401,111194.83
2402,139294.61
2403,139895.83
2404,149382.11
2405,162745.56
2406,146925.25
2407,128550.49
2408,149471.31
2409,124396.51
2410,172263.53
2411,120694.484
2412,152612.84
2413,133079.67
2414,139674.94
2415,134392.45
2416,126587.664
2417,131387.83
2418,131821.2
2419,131988.52
2420,125903.805
2421,147493.27
2422,110180.81
2423,127034.766
2424,154543.66
2425,212713.25
2426,139407.97
2427,130137.41
2428,178043.44
2429,115059.3
2430,133156.73
2431,109949.05
2432,149258.64
2433,145898.4
2434,138508.69
2435,153471.33
2436,105760.625
2437,107377.88
2438,132472.89
2439,109391.16
2440,116612.83
2441,97067.24
2442,97614.58
2443,119556.89
2444,134243.1
2445,84974.53
2446,132513.83
2447,186942.06
2448,128532.1
2449,110709.88
2450,147884.55
2451,131075.81
2452,203543.6
2453,95215.56
2454,119413.2
2455,124394.37
2456,131703.6
2457,127950.195
2458,124871.234
2459,107107.875
2460,128619.9
2461,115553.81
2462,141525.86
2463,120460.24
2464,168679.05
2465,136602.34
2466,110821.016
2467,130534.05
2468,73318.05
2469,78622.85
2470,193842.34
2471,209442.97
2472,171342.56
2473,117523.29
2474,86920.34
2475,232694.22
2476,120091.234
2477,129718.836
2478,151179.75
2479,107485.26
2480,148129.44
2481,119372.09
2482,130076.98
2483,114008.95
2484,123371.125
2485,124598.35
2486,154944.77
2487,175843.17
2488,165356.22
2489,147084.64
2490,145954.5
2491,97659
2492,180497.11
2493,150153.81
2494,159279.06
2495,92920.234
2496,255423.38
2497,160305.86
2498,111887.64
2499,90731.89
2500,127704.06
2501,139575.19
2502,158251.28
2503,100423.2
2504,175357.02
2505,224713.94
2506,260537.69
2507,295680.8
2508,260295.8
2509,214151.9
2510,223026.66
2511,178532.27
2512,202995
2513,218277.4
2514,253041.27
2515,152251.16
2516,163240.5
2517,142339.48
2518,153190.28
2519,217967.67
2520,210497.06
2521,187663
2522,221808.9
2523,124389.39
2524,136991.64
2525,147197.33
2526,134547.62
2527,112175.8
2528,131760.62
2529,134985.77
2530,118740.805
2531,257779.48
2532,222046.8
2533,196881.05
2534,234814.9
2535,321932.2
2536,229625.36
2537,239130.86
2538,193096.56
2539,188861.78
2540,175579.08
2541,186216.08
2542,166128.69
2543,126299.22
2544,125674.08
2545,138181.34
2546,131481.45
2547,142573.44
2548,151563.45
2549,155222.97
2550,654892.6
2551,137565.06
2552,130377.04
2553,80795.07
2554,94660.81
2555,117197.7
2556,102975.625
2557,112713.05
2558,160242.28
2559,139654.16
2560,149532.62
2561,136641.17
2562,137772.25
2563,148145.27
2564,206026.61
2565,133563.34
2566,160895.84
2567,135452.2
2568,193532.03
2569,214825.9
2570,114794.93
2571,184114.69
2572,163930.05
2573,223919.84
2574,278086.28
2575,129718.47
2576,121536.63
2577,142275.03
2578,83742.04
2579,66822.234
2580,103846.445
2581,102608.695
2582,100211.1
2583,289875
2584,172558.67
2585,173149.16
2586,226790.02
2587,204080.45
2588,147825.88
2589,153395.25
2590,211826.38
2591,221154.75
2592,216558.1
2593,259484.83
2594,180817.05
2595,205061.39
2596,304783.25
2597,180489.88
2598,285699.75
2599,317347.28
2600,141794.03
2601,145198.4
2602,84805.01
2603,95720.32
2604,87890.53
2605,81774.21
2606,152882.19
2607,191793.5
2608,212841.89
2609,169756.4
2610,105736.016
2611,125339.055
2612,157149.34
2613,135687.5
2614,128568.15
2615,155038.92
2616,143451.9
2617,182711.52
2618,194592.69
2619,194667.3
2620,185690.97
2621,178058.55
2622,184038.16
2623,258557.27
2624,310184.88
2625,304552.25
2626,170148.81
2627,166107.3
2628,472715.8
2629,477404.88
2630,334070.25
2631,453405.25
2632,444383.3
2633,299074.1
2634,421262.4
2635,157866.75
2636,182312.75
2637,178469.11
2638,254449.9
2639,187237.88
2640,154182.39
2641,102954.91
2642,183671.88
2643,96467.85
2644,125284.8
2645,103065.42
2646,96618.3
2647,101409.97
2648,142007.3
2649,149019.4
2650,143967.23
2651,146718.72
2652,413901.94
2653,245470.56
2654,234148.97
2655,415509.25
2656,320696.7
2657,363030.6
2658,310867.2
2659,293890.3
2660,343109.44
2661,358687.22
2662,365201.94
2663,279486.1
2664,266918.75
2665,318410.75
2666,286997.2
2667,167097.95
2668,183804.69
2669,175441.83
2670,283368.03
2671,189659.22
2672,196737.47
2673,209270.88
2674,200527.11
2675,172445
2676,194618.47
2677,196483.77
2678,250675.4
2679,277794.44
2680,270874.78
2681,412861.2
2682,330866
2683,515908.44
2684,316038.3
2685,339950.4
2686,265865.44
2687,321608.75
2688,217227.45
2689,205926.03
2690,479430.62
2691,179793.25
2692,136460.03
2693,191641.56
2694,136994.9
2695,196607.1
2696,186138.48
2697,186828.53
2698,190854.38
2699,169790.73
2700,158107.22
2701,152446.86
2702,107271.95
2703,126875.195
2704,141141.84
2705,117445.87
2706,116464.45
2707,131536.64
2708,130975.35
2709,102746.86
2710,127980.586
2711,253150.12
2712,401265.06
2713,169462.67
2714,146991.11
2715,165346.3
2716,136314.61
2717,182717.1
2718,229705.95
2719,151210.6
2720,173821.7
2721,133691.03
2722,164168.95
2723,143549.77
2724,129831.96
2725,132649.11
2726,151064.6
2727,180354.97
2728,169601.88
2729,148405.45
2730,146067.84
2731,132471.25
2732,128252.56
2733,159409.3
2734,136611.73
2735,135759.86
2736,143297.55
2737,126189.18
2738,137927.25
2739,166905.08
2740,135341.92
2741,145696.1
2742,150690.62
2743,159777.47
2744,165569.56
2745,140285.94
2746,139467.42
2747,136735.81
2748,122071.09
2749,131709.48
2750,132619.27
2751,133751.1
2752,199683.23
2753,150528.75
2754,210758
2755,132874.48
2756,88795.8
2757,71023.164
2758,80659.72
2759,159248.08
2760,122677.14
2761,150915.12
2762,149391.5
2763,183042.72
2764,136916.67
2765,301752.53
2766,135869.83
2767,87613.19
2768,132811.02
2769,132920.62
2770,143382.16
2771,110607.41
2772,116969.02
2773,153408.7
2774,143019.3
2775,119865.02
2776,136207.66
2777,144583.78
2778,101691.31
2779,125581.82
2780,101715.07
2781,94738.484
2782,92521.08
2783,100211.195
2784,122728.516
2785,132936.1
2786,67720.79
2787,124925.555
2788,71304.336
2789,178234.56
2790,87104.31
2791,115438.375
2792,62052.33
2793,149804.81
2794,97335.984
2795,123031.445
2796,96866.664
2797,193822.2
2798,106222.164
2799,122561.61
2800,61894.344
2801,108296.37
2802,131303.64
2803,163898.31
2804,130510.766
2805,100235.664
2806,82779.586
2807,159542.52
2808,145937.23
2809,139257.83
2810,129833.32
2811,154084.5
2812,155016.02
2813,153219.94
2814,160084.5
2815,103287.805
2816,252559.81
2817,152377.1
2818,125688.336
2819,167791
2820,139580.78
2821,111661.234
2822,205510.5
2823,311930.06
2824,180809.62
2825,140232.58
2826,131092.44
2827,143112.62
2828,211822.73
2829,198266.5
2830,230475.06
2831,182090.86
2832,252041.53
2833,284330.38
2834,213490.81
2835,210789.75
2836,190797.97
2837,143904.5
2838,152478.27
2839,175217.77
2840,204738
2841,204852.44
2842,233273.47
2843,149108.4
2844,162972.48
2845,122626.03
2846,206275.11
2847,195690.88
2848,221086.22
2849,202726.47
2850,283222.7
2851,229673.75
2852,241221.39
2853,233880.05
2854,142366.23
2855,196688.12
2856,207741.94
2857,188218.1
2858,199590.89
2859,124578.984
2860,130004.93
2861,121369.836
2862,189881.1
2863,130441.086
2864,243100.34
2865,138284.97
2866,141457.31
2867,95837.516
2868,94510.984
2869,112198.16
2870,126865.63
2871,80918.22
2872,48160.547
2873,107223.98
2874,142530.34
2875,114949.4
2876,169326
2877,147147.22
2878,174743.5
2879,148519.42
2880,106191.375
2881,151342.61
2882,171105.78
2883,195680.23
2884,204792.28
2885,187864.27
2886,224738.38
2887,95228.27
2888,133756.84
2889,53092.125
2890,79153.86
2891,139241.36
2892,50389
2893,75920.516
2894,55575.895
2895,312918.97
2896,283649.5
2897,210100.56
2898,153358.67
2899,218896.34
2900,156411.77
2901,206238.53
2902,180766.36
2903,350553
2904,349931.4
2905,82158.414
2906,197464.16
2907,109574.61
2908,137325.72
2909,146150.05
2910,80520.99
2911,82258.06
2912,145222.23
2913,85377.195
2914,72996.97
2915,82184.2
2916,85041.01
2917,171254.34
2918,119885.49
2919,227366.06
